document_id,document_name,type,folder_id,path,level
582,Quicklinks,0,575,Home/E2E001_SZg,2
584,General,4,583,Home/TOSCA Documents,2
585,For Copy,4,583,Home/TOSCA Documents,2
586,For Localisation,4,583,Home/TOSCA Documents,2
587,For Branch,4,583,Home/TOSCA Documents,2
588,For Branch Localisation,4,583,Home/TOSCA Documents,2
589,For Reusable Content,4,583,Home/TOSCA Documents,2
590,For Side Window,4,583,Home/TOSCA Documents,2
591,For Templates,4,583,Home/TOSCA Documents,2
592,For Welcome,4,583,Home/TOSCA Documents,2
615,Run Viewer,3,578,Home/g,2
619,AnnetteTest,0,578,Home/g,2
620,Annette Viewer Document,0,578,Home/g,2
624,Test resuable content,0,623,Home/ESB TEST,2
625,esb resuale content,5,5,Home/Reusable content,2
626,esb re2,5,5,Home/Reusable content,2
631,Train,0,532,Home/Eugene,2
632,Train0,0,532,Home/Eugene,2
635,Clear Platinum,0,634,Home/Viva Bank,2
636,Australia Velocity High Flyer Card,0,634,Home/Viva Bank,2
637,Variable Rate Personal Loan,0,634,Home/Viva Bank,2
638,Car Loans,2,634,Home/Viva Bank,2
639,Home Loan,0,634,Home/Viva Bank,2
641,Left2/3,5,623,Home/ESB TEST,2
643,doc1,0,642,Home/Training Source,2
644,doc2,0,642,Home/Training Source,2
646,TrainTest,0,532,Home/Eugene,2
651,QA Team Folder,4,650,Home/Deepak Malik,2
682,Annette Test1 (QL),0,679,Home/Annette,2
685,test 1,0,529,Home/AnthonyTest,2
686,rod test,5,5,Home/Reusable content,2
687,Rod test,0,517,Home/Panviva Styles & Standards,2
689,English,0,688,Home/Rod,2
691,Test en,0,688,Home/Rod,2
693,test1,0,688,Home/Rod,2
698,Training00,0,549,Home/Linda,2
699,Training01,0,549,Home/Linda,2
700,Training02_single question,0,549,Home/Linda,2
701,Training03,0,549,Home/Linda,2
703,Training05,1,549,Home/Linda,2
705,training07,0,549,Home/Linda,2
707,dd,1,529,Home/AnthonyTest,2
708,1version,0,529,Home/AnthonyTest,2
709,1version2,0,529,Home/AnthonyTest,2
710,Training 1,0,688,Home/Rod,2
711,Training 2,0,688,Home/Rod,2
712,Training 3,0,549,Home/Linda,2
713,Training 4,0,549,Home/Linda,2
714,Training 5,0,549,Home/Linda,2
715,SPUI445,0,634,Home/Viva Bank,2
717,ASP.NET MVC 4,0,716,Home/Mobile,2
719,Annettes Test (QL),2,679,Home/Annette,2
720,QL Grid Test,1,679,Home/Annette,2
722,Annette Test,0,679,Home/Annette,2
723,Display in Document,2,679,Home/Annette,2
724,LastDocWithEmptyRC,0,532,Home/Eugene,2
727,test,0,529,Home/AnthonyTest,2
729,test2,0,529,Home/AnthonyTest,2
754,doc1,0,753,Home/lz,2
754,doc1,0,1040,Home/Kumar,2
755,test paragraph,1,532,Home/Eugene,2
769,doc2,0,753,Home/lz,2
771,Link,0,529,Home/AnthonyTest,2
772,3rd party SupportPoint licensing information,3,688,Home/Rod,2
773,rod training 4,0,688,Home/Rod,2
775,NewDoc,1,532,Home/Eugene,2
776,DocForTestFolder,0,532,Home/Eugene,2
782,doc3,0,753,Home/lz,2
786,test,5,5,Home/Reusable content,2
787,test2,5,529,Home/AnthonyTest,2
788,Test Document1,0,679,Home/Annette,2
789,incomplete,1,688,Home/Rod,2
790,g,0,679,Home/Annette,2
792,Process Documnet,2,549,Home/Linda,2
793,Image Map,0,679,Home/Annette,2
794,test non release,0,529,Home/AnthonyTest,2
795,big image,0,532,Home/Eugene,2
796,test editor,0,529,Home/AnthonyTest,2
798,doc4,0,753,Home/lz,2
799,Service Center FAQ,0,688,Home/Rod,2
800,Welcome to Viva Bank - Contact Centre,0,688,Home/Rod,2
802,Side window,2,650,Home/Deepak Malik,2
803,doc5,0,753,Home/lz,2
806,Test task flow,0,688,Home/Rod,2
807,Rohit Top 1/3,0,549,Home/Linda,2
808,Rohit Top 1/3 without history,0,549,Home/Linda,2
810,doc6,0,753,Home/lz,2
811,lz_test,5,5,Home/Reusable content,2
812,5 top tabs,0,688,Home/Rod,2
813,doc7,0,753,Home/lz,2
814,QL Grid Test 1,0,679,Home/Annette,2
816,5+1 Tab Template,0,549,Home/Linda,2
817,3Tabs,0,549,Home/Linda,2
819,doc8,0,753,Home/lz,2
820,TestingSide,2,540,Home/Antonius,2
821,5 Tab Template,0,549,Home/Linda,2
835,5 tab,0,688,Home/Rod,2
836,localised test1,0,688,Home/Rod,2
849,rod trial,5,5,Home/Reusable content,2
854,Template LeftTab,1,549,Home/Linda,2
855,CharactersĄÇĐĚ,0,679,Home/Annette,2
856,Quick,0,532,Home/Eugene,2
857,Test Document Table,1,679,Home/Annette,2
858,New Document Table,1,679,Home/Annette,2
860,test 222,0,529,Home/AnthonyTest,2
861,EmptyQuick,0,532,Home/Eugene,2
862,asdf,0,529,Home/AnthonyTest,2
863,RC,5,540,Home/Antonius,2
866,EmptyRC,5,532,Home/Eugene,2
869,Format/Style document,0,532,Home/Eugene,2
871,ImageMap,5,5,Home/Reusable content,2
872,emptyu,5,5,Home/Reusable content,2
873,doc9,1,753,Home/lz,2
876,doc6,0,679,Home/Annette,2
881,Katerina's rc doc,5,5,Home/Reusable content,2
882,Katerina Rc doc 2,5,5,Home/Reusable content,2
884,doc6,0,532,Home/Eugene,2
894,ATM Outage,0,634,Home/Viva Bank,2
910,UnreleasedRC,5,532,Home/Eugene,2
911,Format/Style document,1,549,Home/Linda,2
913,ATM Maintenance,4,634,Home/Viva Bank,2
917,1/3 to left,1,532,Home/Eugene,2
918,geoff,0,679,Home/Annette,2
919,test,0,529,Home/AnthonyTest,2
920,Test Document,1,679,Home/Annette,2
922,doc10,0,753,Home/lz,2
923,doc11,0,753,Home/lz,2
924,test,2,753,Home/lz,2
925,2 RC,0,532,Home/Eugene,2
928,Another new document,0,679,Home/Annette,2
932,doc12,0,753,Home/lz,2
934,latest,2,532,Home/Eugene,2
936,test_920,1,532,Home/Eugene,2
937,TempWelcome,0,532,Home/Eugene,2
939,Quick,0,532,Home/Eugene,2
940,topToSide,1,532,Home/Eugene,2
941,LeftDoc,1,532,Home/Eugene,2
945,Test folder,4,650,Home/Deepak Malik,2
951,Top Tabs 1/3,0,540,Home/Antonius,2
952,Top Tabs 2/3,0,540,Home/Antonius,2
953,Top Tabs Full,0,540,Home/Antonius,2
954,Left Tabs 2/3,1,540,Home/Antonius,2
955,Left Tabs Full,1,540,Home/Antonius,2
959,geoff 2,0,679,Home/Annette,2
960,test,0,529,Home/AnthonyTest,2
963,FailedDoc,0,532,Home/Eugene,2
965,Quicklinks,0,679,Home/Annette,2
966,Quicklinks,0,679,Home/Annette,2
967,Folder 1,4,726,Home/testing,2
980,Folder 2,4,726,Home/testing,2
983,ImageMap,0,532,Home/Eugene,2
989,Paragraph,0,783,Home/EDITOR,2
990,Headers,0,783,Home/EDITOR,2
991,Verbatim,0,783,Home/EDITOR,2
992,Lists,0,783,Home/EDITOR,2
993,Sections,0,783,Home/EDITOR,2
994,Tasks,0,783,Home/EDITOR,2
995,Section and Tasks,0,783,Home/EDITOR,2
996,Bold Italic Buttonize,0,783,Home/EDITOR,2
997,subhead,0,549,Home/Linda,2
998,geoff,0,650,Home/Deepak Malik,2
999,Alignment Right,0,783,Home/EDITOR,2
1000,Reusable Conetent,0,783,Home/EDITOR,2
1001,Empty,0,783,Home/EDITOR,2
1007,Another new document_1,0,679,Home/Annette,2
1010,General Document Unreleased,3,679,Home/Annette,2
1011,General Document Released,3,679,Home/Annette,2
1016,Image Map,2,679,Home/Annette,2
1017,R A Top Tabs 1/3,0,629,Home/Rohit,2
1018,RA Test,0,629,Home/Rohit,2
1019,Rohit - Rev & App Test # 1,0,629,Home/Rohit,2
1020,Rohit - Rev & App Test # 2,0,629,Home/Rohit,2
1021,RA Test Top 1/3,0,540,Home/Antonius,2
1022,quicklink,0,532,Home/Eugene,2
1023,RC standalone,5,688,Home/Rod,2
1027,High,0,532,Home/Eugene,2
1028,empty doc,0,529,Home/AnthonyTest,2
1029,QL doc,0,1031,Home/Katerina,2
1030,Trainging document in 5 Tab template,0,549,Home/Linda,2
1032,D1 - links,0,1031,Home/Katerina,2
1033,Annette Test,1,679,Home/Annette,2
1034,Secondary Window Test,4,549,Home/Linda,2
1037,Test diff,0,1031,Home/Katerina,2
1038,diff1,0,1031,Home/Katerina,2
1039,blank2,0,529,Home/AnthonyTest,2
1041,Kumar Welcome Blank,0,1040,Home/Kumar,2
1042,5Tab+1 without History,0,549,Home/Linda,2
1044,Kumar two sections,0,1040,Home/Kumar,2
1045,test3,0,529,Home/AnthonyTest,2
1046,Kumar Blank test,0,1040,Home/Kumar,2
1047,Kumar Training Test,0,1040,Home/Kumar,2
1048,Blank,0,726,Home/testing,2
1049,Kumar Feedback test,0,1040,Home/Kumar,2
1052,test Blank Table,0,529,Home/AnthonyTest,2
1055,Popup Test,1,679,Home/Annette,2
1058,QL Grid Test1,1,679,Home/Annette,2
1059,Feedback test,0,1040,Home/Kumar,2
1060,Numbers & Tables,1,679,Home/Annette,2
1061,Kumar Link Search test,0,1040,Home/Kumar,2
1063,Format/Style document,0,1062,Home/Test folder for Review,2
1115,PolicyFromTemplate,1,629,Home/Rohit,2
1116,titleABC,0,532,Home/Eugene,2
1117,All textels document,0,650,Home/Deepak Malik,2
1169,test1,0,1062,Home/Test folder for Review,2
1172,Annette Test Section,1,679,Home/Annette,2
1173,Kumar Image Test 1,0,1040,Home/Kumar,2
1174,Has RC,0,629,Home/Rohit,2
1175,Another new document_2,0,679,Home/Annette,2
1177,RC document,5,650,Home/Deepak Malik,2
1178,Doc No Feedback,0,629,Home/Rohit,2
1179,Kumar Side Window,2,1040,Home/Kumar,2
1181,Unreleased,4,532,Home/Eugene,2
1183,Kumar Print Training,0,1040,Home/Kumar,2
1185,Doc1,0,1184,Home/Peters,2
1186,SPUI-1557,0,629,Home/Rohit,2
1187,Tables,0,679,Home/Annette,2
1188,Search doc,0,1031,Home/Katerina,2
1189,Unreleased Reusable Content,5,679,Home/Annette,2
1190,Not released,4,1031,Home/Katerina,2
1192,Review doc with reusable content,0,1031,Home/Katerina,2
1193,Tables 1,0,679,Home/Annette,2
1194,Yikes,0,629,Home/Rohit,2
1195,Review reus 1,0,1031,Home/Katerina,2
1196,Test Popup,0,629,Home/Rohit,2
1197,SPUI-1053.No Changes,1,629,Home/Rohit,2
1198,SPUI-1053.1,1,629,Home/Rohit,2
1199,SPUI-1053.2,1,629,Home/Rohit,2
1203,Empty folder,4,1202,Home/Tuong Test,2
1204,doc1,0,1202,Home/Tuong Test,2
1205,doc2,0,1202,Home/Tuong Test,2
1217,Grid Images,1,679,Home/Annette,2
1218,Format/Style document,0,650,Home/Deepak Malik,2
1223,NewT14,0,532,Home/Eugene,2
1224,Table,0,1031,Home/Katerina,2
1225,NewT16,0,532,Home/Eugene,2
1226,NewT17,0,532,Home/Eugene,2
1227,QuicklinkswithLargeImage,0,549,Home/Linda,2
1228,Test Sec Win List,0,629,Home/Rohit,2
1229,Quick links,0,1031,Home/Katerina,2
1230,empty with unreleased,4,1202,Home/Tuong Test,2
1232,Kumar QL grid,0,1040,Home/Kumar,2
1233,Test,0,629,Home/Rohit,2
1234,Template Test,0,629,Home/Rohit,2
22,Process flow,2,21,Home/Templates/Processes,3
23,Process template - Visio,3,21,Home/Templates/Processes,3
24,Process template - PowerPoint,3,21,Home/Templates/Processes,3
26,Navigation map,2,25,Home/Templates/Navigational aids,3
27,Our business,2,25,Home/Templates/Navigational aids,3
28,Switchboard,2,25,Home/Templates/Navigational aids,3
29,Welcome & Switchboard templates - PowerPoint,3,25,Home/Templates/Navigational aids,3
29,Welcome & Switchboard templates - PowerPoint,3,30,Home/Templates/Welcome screens,3
31,Welcome,0,30,Home/Templates/Welcome screens,3
32,Content communications,4,30,Home/Templates/Welcome screens,3
40,Contact list,1,39,Home/Templates/Miscellaneous,3
41,Demonstration criteria,0,39,Home/Templates/Miscellaneous,3
42,FAQs,1,39,Home/Templates/Miscellaneous,3
43,Glossary,1,39,Home/Templates/Miscellaneous,3
44,Quick links,0,39,Home/Templates/Miscellaneous,3
45,Quick reference,0,39,Home/Templates/Miscellaneous,3
46,Rules and guidelines,1,39,Home/Templates/Miscellaneous,3
47,Troubleshooting,0,39,Home/Templates/Miscellaneous,3
48,Reference based training,1,39,Home/Templates/Miscellaneous,3
50,Using the Overview template,0,49,Home/Templates/Template help,3
51,Using the Procedure - 3 tab template,0,49,Home/Templates/Template help,3
52,Using the Procedure - 5 tab template,0,49,Home/Templates/Template help,3
53,Using the Policy template,0,49,Home/Templates/Template help,3
54,Processes,4,49,Home/Templates/Template help,3
56,Navigational aids,4,49,Home/Templates/Template help,3
60,Welcome screens,4,49,Home/Templates/Template help,3
69,Miscellaneous,4,49,Home/Templates/Template help,3
86,Viewer - overview,1,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
87,Content - quick reference,0,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
88,Functions - quick reference,0,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
89,Personal settings - quick reference,0,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
90,High Availability Viewer - quick reference,0,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
91,Content,4,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
97,Functions,4,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
110,Personal settings,4,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
116,High Availability,4,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
122,Sample - Goods receipting,4,85,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer ,3
135,What's new in V8.0 ,1,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
136,Web Viewer - overview,1,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
137,Content - quick reference,0,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
138,Functions - quick reference,0,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
139,Personal settings - quick reference,0,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
140,High Availability Web Viewer - quick reference,0,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
141,Content,4,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
147,Functions,4,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
160,Personal settings,4,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
166,High Availability,4,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
172,Sample - Goods receipting,4,134,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer,3
185,Author - overview,1,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
186,SupportPoint glossary,1,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
187,Quick reference,4,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
216,Get started,4,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
222,Documents view,4,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
334,Editor,4,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
364,Image view,4,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
387,Users & roles view,4,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
419,Online Learning,4,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
428,Workflow,4,184,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Author,3
440,Content Converter - overview,1,439,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Content Converter,3
441,Content converter example,2,439,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Content Converter,3
442,SupportPoint Map Editor,2,439,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Content Converter,3
443,Content Converter window,2,439,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Content Converter,3
444,Convert content,0,439,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Content Converter,3
445,View log file,0,439,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Content Converter,3
447,Portal - overview,1,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
448,Configuration - quick reference,0,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
449,Context sensitive help - quick reference,0,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
450,Maintenance - quick reference,0,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
451,Tools - quick reference,0,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
452,Server - quick reference,0,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
453,Downloads - quick reference,0,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
454,Get started,4,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
459,Reports,4,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
462,Administration,4,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
504,Server,4,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
511,Downloads,4,446,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Portal,3
522,Levels of process flow diagrams,2,521,Home/Panviva Styles & Standards/Process flows,3
523,High-level process flow,2,521,Home/Panviva Styles & Standards/Process flows,3
524,Single-level process flow,2,521,Home/Panviva Styles & Standards/Process flows,3
525,Multi-level process flow,2,521,Home/Panviva Styles & Standards/Process flows,3
526,Source,4,521,Home/Panviva Styles & Standards/Process flows,3
555,Reuse1,5,573,Home/Reusable content/Imported,3
593,Files,4,584,Home/TOSCA Documents/General,3
594,Target,4,585,Home/TOSCA Documents/For Copy,3
595,Source,4,586,Home/TOSCA Documents/For Localisation,3
596,Source,4,587,Home/TOSCA Documents/For Branch,3
597,Source1,4,588,Home/TOSCA Documents/For Branch Localisation,3
598,Source2,4,588,Home/TOSCA Documents/For Branch Localisation,3
599,Source,4,589,Home/TOSCA Documents/For Reusable Content,3
600,Source,4,590,Home/TOSCA Documents/For Side Window,3
606,E2E009_Localisation_Child_rmK,1,586,Home/TOSCA Documents/For Localisation,3
608,E2E002_Procedure_For_Link_uZY,0,592,Home/TOSCA Documents/For Welcome,3
609,E2E002_WelcomeDoc1_KGY,0,592,Home/TOSCA Documents/For Welcome,3
610,E2E002_WelcomeFolder1_UPV,4,592,Home/TOSCA Documents/For Welcome,3
612,E2E002_StockText_Nqb,0,592,Home/TOSCA Documents/For Welcome,3
613,E2E002_Document_nlh,0,592,Home/TOSCA Documents/For Welcome,3
617,AUTO_ReusableContentForValidation,5,573,Home/Reusable content/Imported,3
652,Different document types,4,651,Home/Deepak Malik/QA Team Folder,3
665,Format/Style document,0,651,Home/Deepak Malik/QA Team Folder,3
666,RC document,5,651,Home/Deepak Malik/QA Team Folder,3
667,Quicklinks sample,0,651,Home/Deepak Malik/QA Team Folder,3
868,RC document,5,573,Home/Reusable content/Imported,3
870,RC document,5,573,Home/Reusable content/Imported,3
877,RC document,5,573,Home/Reusable content/Imported,3
885,RC document,5,573,Home/Reusable content/Imported,3
914,4000T,0,913,Home/Viva Bank/ATM Maintenance,3
929,RC document,5,573,Home/Reusable content/Imported,3
946,doc1,0,945,Home/Deepak Malik/Test folder,3
961,doc_review,0,980,Home/testing/Folder 2,3
962,doc_approval,1,980,Home/testing/Folder 2,3
968,From Template Procedure document,0,967,Home/testing/Folder 1,3
969,From Template Process document,0,967,Home/testing/Folder 1,3
970,Side window type document,2,967,Home/testing/Folder 1,3
971,Blank top tab 1/3 document,0,967,Home/testing/Folder 1,3
972,Blank tob tab 2/3 document,0,967,Home/testing/Folder 1,3
973,Blank top tab full screen,0,967,Home/testing/Folder 1,3
974,Blank left tab 2/3,1,967,Home/testing/Folder 1,3
975,Blank left tab full screen,1,967,Home/testing/Folder 1,3
976,Blank type with diff alignments,0,967,Home/testing/Folder 1,3
977,Blank document with all diff styles,0,967,Home/testing/Folder 1,3
978,Copy type document,0,967,Home/testing/Folder 1,3
979,Localised type document,0,967,Home/testing/Folder 1,3
981,doc1,0,980,Home/testing/Folder 2,3
984,doc_approval_2,0,980,Home/testing/Folder 2,3
985,doc_review_2,0,980,Home/testing/Folder 2,3
986,909,0,980,Home/testing/Folder 2,3
987,741,0,980,Home/testing/Folder 2,3
988,648,0,980,Home/testing/Folder 2,3
1004,RC document,5,573,Home/Reusable content/Imported,3
1006,RC document,5,573,Home/Reusable content/Imported,3
1008,RC document,5,573,Home/Reusable content/Imported,3
1009,1042,0,980,Home/testing/Folder 2,3
1014,Link search test,0,980,Home/testing/Folder 2,3
1015,Unreleased reusable content,5,651,Home/Deepak Malik/QA Team Folder,3
1035,Secondary window1,0,1034,Home/Linda/Secondary Window Test,3
1036,Secondary Window 2,0,1034,Home/Linda/Secondary Window Test,3
1050,Training,0,967,Home/testing/Folder 1,3
1053,1243,0,980,Home/testing/Folder 2,3
1054,1243-2,0,980,Home/testing/Folder 2,3
1056,1120,0,980,Home/testing/Folder 2,3
1057,1113,0,980,Home/testing/Folder 2,3
1064,rc9,5,573,Home/Reusable content/Imported,3
1118,rc9,5,573,Home/Reusable content/Imported,3
1176,RC document,5,573,Home/Reusable content/Imported,3
1182,cool doc,0,1181,Home/Eugene/Unreleased,3
1191,Unreleased ekaterina 1,1,1190,Home/Katerina/Not released,3
1219,rc9,5,573,Home/Reusable content/Imported,3
1231,unreleased,5,1230,Home/Tuong Test/empty with unreleased,3
33,Alerts,0,32,Home/Templates/Welcome screens/Content communications,4
34,Archived alerts,0,32,Home/Templates/Welcome screens/Content communications,4
35,Content updates,0,32,Home/Templates/Welcome screens/Content communications,4
36,Archived content updates,0,32,Home/Templates/Welcome screens/Content communications,4
37,New content,0,32,Home/Templates/Welcome screens/Content communications,4
38,Archived new content,0,32,Home/Templates/Welcome screens/Content communications,4
55,Using the Process flow template,0,54,Home/Templates/Template help/Processes,4
57,Using the Navigation map template,0,56,Home/Templates/Template help/Navigational aids,4
58,Using the Our business template,0,56,Home/Templates/Template help/Navigational aids,4
59,Using the Switchboard template,0,56,Home/Templates/Template help/Navigational aids,4
61,Using the Welcome template,0,60,Home/Templates/Template help/Welcome screens,4
62,Content communications,4,60,Home/Templates/Template help/Welcome screens,4
70,Using the Contact list template,0,69,Home/Templates/Template help/Miscellaneous,4
71,Using the Demonstration criteria template,0,69,Home/Templates/Template help/Miscellaneous,4
72,Using the FAQs template,0,69,Home/Templates/Template help/Miscellaneous,4
73,Using the Glossary template,0,69,Home/Templates/Template help/Miscellaneous,4
74,Using the Quick links template,0,69,Home/Templates/Template help/Miscellaneous,4
75,Using the Quick reference template,0,69,Home/Templates/Template help/Miscellaneous,4
76,Using the Rules and guidelines template,0,69,Home/Templates/Template help/Miscellaneous,4
77,Using the Troubleshooting template,0,69,Home/Templates/Template help/Miscellaneous,4
78,Using the Reference based training template,0,69,Home/Templates/Template help/Miscellaneous,4
79,Side window image dimensions,2,69,Home/Templates/Template help/Miscellaneous,4
80,Customising your templates with images,1,69,Home/Templates/Template help/Miscellaneous,4
81,Icons in use,0,69,Home/Templates/Template help/Miscellaneous,4
92,Display Welcome page,0,91,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Content,4
93,Display Welcome page update,0,91,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Content,4
94,Navigate folder structure & content,0,91,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Content,4
95,Navigate Online Learning document,0,91,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Content,4
96,Display popup, link & secondary window,0,91,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Content,4
98,Search content - Viewer,0,97,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Functions,4
99,Maintain favorites folder,0,97,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Functions,4
100,Send feedback,0,97,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Functions,4
101,Maintain notifications,0,97,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Functions,4
102,Maintain note,0,97,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Functions,4
103,Display navigation history,0,97,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Functions,4
104,Print and copy content,0,97,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Functions,4
105,Copy document location,0,97,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Functions,4
106,Review and approve documents,4,97,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Functions,4
111,Log on to Viewer as another user,0,110,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Personal settings,4
112,Maintain user details,0,110,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Personal settings,4
113,Change password,0,110,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Personal settings,4
114,Maintain Viewer display,0,110,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Personal settings,4
115,Change language view,0,110,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Personal settings,4
117,High Availability - overview,1,116,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /High Availability,4
118,Synchronize content,0,116,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /High Availability,4
119,View Synchronization Status,0,116,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /High Availability,4
120,Delete downloaded content,0,116,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /High Availability,4
121,Repair search index,0,116,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /High Availability,4
123,Requisitioning - top-level process,2,122,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Sample - Goods receipting,4
124,Goods receipt - subprocess,2,122,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Sample - Goods receipting,4
125,Create goods receipt (known PO),0,122,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Sample - Goods receipting,4
126,Create goods receipt (unknown PO),0,122,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Sample - Goods receipting,4
127,Return goods to vendor,0,122,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Sample - Goods receipting,4
128,Simulations,4,122,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Sample - Goods receipting,4
131,Sample screens,4,122,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Viewer /Sample - Goods receipting,4
142,Display Welcome page,0,141,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer/Content,4
143,Display Welcome page update,0,141,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer/Content,4
144,Navigate folder structure & content,0,141,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer/Content,4
145,Navigate Online Learning document,0,141,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer/Content,4
146,Display popup, link & secondary window,0,141,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer/Content,4
148,Search content - Web Viewer,0,147,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer/Functions,4
149,Maintain favorites folder,0,147,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer/Functions,4
150,Send feedback,0,147,Home/SupportPoint 8.2 Help/SupportPoint 8.2 Web Viewer/Functions,4
